,id,premise,hypothesis,lang_abv,language,label
114,a49ecd3734,"Credibility is a vital factor, and Jim Lehrer, in fact, has it.",Everyone would believe anything Jim Lehrer said.,en,English,1
946,134cf828be,"Ah, ma foi, no! replied Poirot frankly. ",I asked Poirot if he liked cats and he said no.,en,English,1
6169,183fa34775,"Die Reise hat sich gelohnt, zumindest was die texanischen Republikaner betrifft.","Die Reise half, die Motive der Glaubensanhänger der Republik Texas zu verstehen.",de,German,0
8704,561ebdd004,They look like new.” They carefully cut them and tore the linoleum.,It looks really old even though it is new.,en,English,2
4403,dd21589b5c,"The public health official's version of the sentence ""Take my wife, please"" is Tell Americans to eat kale five times a week.",Public health officials believe that Americans should completely avoid kale in their diets.,en,English,2
9080,2d0aa2836e,"Yes, Elizabeth Taylor, Norman Mailer, Warren Beatty, David Rockefeller, and Mick Jagger will go to a nightclub, but only if they are reasonably certain that Diana Ross, William F. Buckley Jr., Salvador Dali, Betty Ford, Frank Sinatra, and Mikhail Baryshnikov will appear. And the king of Cyprus too - and vice versa.",Nobody goes to a nightclub.,en,English,2
5007,320ea85741,"On a December day in 1917, British General Allenby rode up to Jaffa Gate and dismounted from his horse because he would not ride where Jesus walked; he then accepted the surrender of the city after the Ottoman Turks had fled (the flag of surrender was a bed-sheet from the American Colony Hotel).","In 1917, British General Allenby surrendered the city with a bed sheet before committing suicide.",en,English,2
7284,f0477249f9,"Living doesn't equal the Ritz, he observed with a sigh.","The creature was no match for Ritz, he said sadly.",en,English,0
11369,d80edfaf11,"Schießen Sie nicht, es sei denn, Sie werden erschossen!","Schießen Sie nur, wenn Sie müssen.",de,German,0
11818,2eb7ebf7ce,"True devotees chat in even more specialized groups, such as one for Northeast Weather (ne.weather), whose recent topics of conversation have included the great blizzard of 1978 and the terrible blizzard of May 1977.","Ne.weather is a general discussion group, not just about weather.",en,English,1
1153,da730a17ce,"Part of the original design, they were destroyed by the emperor Aurangzeb, who abandoned images subject to idolatry.",The entire original design was destroyed by Emperor Aurangzeb.,en,English,2
9541,2dd576c122,"Well, that's not why I got it right. How do you like your treadmill?",That's why I got it.,en,English,2
8150,4332a2c3e5,you know some of the most emotional did you follow dallas elections on zoning,I hope you didn't pay any attention to the Dallas election.,en,English,2
12062,dd1c17b138,"Μετά τον άκουσα να φεύγει, οπότε τελείωσα ό,τι έπρεπε να κάνω.",Κάνω τα σημαντικά καθήκοντα που μου δόθηκαν σήμερα το πρωί.,el,Greek,1
7106,5023d7ad08,"Τι σας αρέσει περισσότερο, τα μαθηματικά ή η επιστήμη;","Τι μισείς περισσότερο, τα αγγλικά ή τη φιλοσοφία;",el,Greek,2
2813,01dac46fdf,"Από την άλλη πλευρά, τα σωματίδια και οι τρεις μη στρατιωτικές δυνάμεις δεν έχουν ακόμη ενσωματωθεί σε μια εικόνα δικτύου περιστροφής.",Πρέπει να ενσωματωθούν μη μεταβιβάσιμες δυνάμεις για να είναι πλήρης η εικόνα του δικτύου σπιν.,el,Greek,1
5079,9bb2af4395,"I regrettably admit that it might make practical sense to have a few hitmen like Norquist, Downey, and Weber—people who are valuable only for their connection to power, not for any knowledge or talent.",It might be a good idea to have rental guns around.,en,English,0
6236,2908e0d207,yeah i know because uh all i know is when i came here in eighty seven they still uh they had the last year to put out all your punch cards,"When I first started in the eighties, you had to use punched cards.",en,English,0
4360,e2a0474c32,"Garden Island is full of botanical plantations and Waimea Canyon, the Grand Canyon of the Pacific Ocean.",Waimea Canyon was formed by icebergs similar to the Grand Canyon.,en,English,1
6328,1f4efdbf55,A spark of annoyance lit Lincoln's eyes; the smallest hint of Natalia's Russian fire.,Lincoln wanted to kill Natalia with his bare hands at that very moment.,en,English,1
8350,46b89b54c3,كان الجرو الثاني الذي أنجبته أحد الجراء الصغيرة التي ولدت معًا والذكر الوحيد الذي استخدمته كان يعاني من مشكلة في أسنانها.,أنت لا تملك أي كلاب.,ar,Arabic,2
11646,43d54f9647,This is Susan.,Susan is who she is.,en,English,0
1702,e6f845b6bb,OK here you go,"No, don't go on.",en,English,2
1794,faf1397ccb,I was even patronized by Sam Donaldson during my Crossfire days.,"During Crossfire, even Sam Donaldson patronized me.",en,English,0
1137,d376f277e9,"San'doro didn't make it sound abstract, Jon thought.","San'doro didn't sound like he thought about it anymore, Jon thought.",en,English,1
9551,8d136a15b5,"Le plan doit également identifier la méthode d'acquisition, les principaux points d'entrée/sortie, un plan de formation formel et un plan d'urgence pour réduire les pertes.",Le plan doit également inclure un budget.,fr,French,1
826,cad1346b81,Oh yes how well I know I was fired last year but I was lucky because I was one of the first group to go.,My group was the most recent group to be fired.,en,English,2
5488,9b494fda0b,"Les brochures des premiers voyageurs américains dans le sud-ouest et au Mexique dépeignent les Mexicains espagnols non seulement en termes apocalyptiques, mais avec une passion féroce.",Les premiers Américains ont parlé de toutes les bonnes choses que faisaient les Mexicains espagnols.,fr,French,2
1192,94bf02acf7,"Credibility is a vital factor, and Jim Lehrer, in fact, has it.",Jim Lehrer has no credibility.,en,English,2
1348,d3177bb98a,GAO recommends that the Secretary of Defense revise policies and guidelines,The GAO recommends that the Secretary of Defense maintain the same policy and approach.,en,English,2
9873,7c1412b5d0,صموئيل شينباين خاطر بالموت في إسرائيل.,صموئيل شاينباين يقضي عقوبة بتهمة القتل في كندا.,ar,Arabic,2
2607,32e76e9e3c,"C'était vraiment bien, je savais que ça allait être triste et je savais que quelqu'un allait mourir.",Je ne veux pas que quelqu'un meure.,fr,French,2
2787,5114d6f8b7,About fifteen minutes later the bell rang and Tuppence went into the hall to let the visitor out.,The bell rang after about 15 minutes and Tuppence went to send the visitor out of the house.,en,English,0
1411,e36b240546,"Районът, предизвикващ най-голям интерес сред посетителите, е малкият стар квартал около катедралата, която стои на малък хълм с изглед към залива.",Посетителите обичат цветята около катедралата.,bg,Bulgarian,1
5665,0397bdef44,Additional information is provided to help managers integrate the standards into their day-to-day operations.,This information was developed thanks to additional federal funding.,en,English,1
1180,c71ba7c575,"Meine Schwester war einmal mit einem stämmigen jungen Mann zusammen, der ein eingefleischter Anhänger der University of Iowa war, deren Sportmannschaft die Hawkeyes heißt.",Meine Schwester war früher mit einem Fan der Sportmannschaft der University of Iowa namens Hawkeyes zusammen.,de,German,0
4679,f09d49666b,"Don't trust Sather, Bourke said softly.","Never trust a Sather if you value your life, book whisperer.",en,English,1
4498,aa4e56456a,Bunun hakkında çok konuşabilirsiniz. onu geçeceğim,Size bu konuda bildiğim her şeyi anlatmak istiyorum.,tr,Turkish,2
3316,6de173f79e,Na leo tunapaswa pia kuwa na msingi wa kuzingatia usawa wa binadamu kama haki ya kimsingi ya haki ya kijamii na kisiasa.,Hatupaswi kufikiria kuhusu usawa wa binadamu tunapozungumzia haki ya kijamii na kisiasa.,sw,Swahili,2
4408,8a08503e4e,"Έτσι στους τροπικούς της Κούβας υπάρχει τώρα μια πολύ όμορφη και φωτεινή μέρα, κρύα σαν τάφος.",Είναι πάντα πάνω από 80 στην Κούβα.,el,Greek,1
10237,4932a9370c,"Tuy nhiên, trong nhiều thế kỷ, nó là nơi ám ảnh của những tên cướp biển Caribe, cách xa nanh vuốt của thực dân ở Havana, San Juan ở Puerto Rico và Thành phố Panama, những tiền đồn, thuộc địa gần nhất.",Có 100 tàu cướp biển ở Puerto Rico.,vi,Vietnamese,1
2638,a8b91666b6,"P. Croteau, personal communication with Babcock Borsig Power, August 2001.","In August 2001, there was personal communication between P. Croteau and Babcock Borsig Power about technology contracts for the coming year.",en,English,1
8910,7a1a5b9796,和别人一起，我们和一些朋友们一起来了个母亲节外出，他们轮流做,这是父亲节，Ellen总是不会忘记。,zh,Chinese,2
456,52f3522b53,"A few years ago I was thinking of moving to Massachusetts, but uh, I'm glad I didn't.",I have never considered moving to Massachusetts.,en,English,2
1457,6eff086099,是的，事实上，我有这样的更老的歌手或更老的歌手老姐妹,我有一个比我大的姐姐。,zh,Chinese,0
385,ee66c1453a,C'est plus qu'un travail pour moi.,J'ai un travail.,fr,French,0
4501,b5b1303cc0,He celebrated the truth by announcing that the capital would be relocated from Kolkata to a brand new city to be built in Delhi.,The capital moved from Calcutta to a new city.,en,English,0
2734,ad3a3e8291,La energía de todo el sistema disminuiría si los dipolos cambiaran de orientación para acercarse a un estado u otro de la tierra.,Se requiere energía para invertir la orientación de los dipolos.,es,Spanish,1
2475,14a0578fb4,"Placido Domingo's appearance on the packaging, captivatingly photographed in costume as the ancient king of Crete (Anthony Tomasini, New York Times), is the main selling point of this new recording of one of Mozart's lesser-known operas—a fact that didn't make critics happy .",Placido Domingo's appearance is decidedly menacing and unconvincing.,en,English,2
5391,35348c4fcd,AC Green is pretty good,AC Green is also a solid player.,en,English,0
8365,6e385ea8d0,从长达5页的个人感谢（和仅仅只有2页的参考文献相比较）不难看出，这部字典绝大部分依赖于一手调研。,这些字典文献出现在个人致谢中，它的内容很大程度上依赖于原始研究。,zh,Chinese,0
11899,9e387ddc0e,"As it stands, web companies not only have the ability to provide devilishly precise demographic targeting for political campaigns, but they can also make such offers exclusively.",Web companies use this advantage to assist their preferred politicians for the task.,en,English,1
11916,f7e58ad9d9,La colaboración entre los departamentos de programa e integridad es el medio por el cual se abordan los problemas emergentes.,Los dos grupos trabajan juntos.,es,Spanish,0
533,d9234f93b3,"To assist programs in implementing these websites, the Northwest Justice Project and ProBonoNet in New York are hiring two full-time awardees to assist grantees with managing content and to ensure that each website supports the entire state's justice community.",The Northwest Justice Project and ProBonoNet in New York will hire more people.,en,English,0
739,d47eecd7dd,It is housed in Martello. .,The largest tower built along the coast was 30 feet high and 6 feet thick.,en,English,2
4814,04f1e76c91,"Huge tidal waves swept over Crete and other parts of the Mediterranean, destroying buildings and drowning many thousands of people.",Thousands drowned when tidal waves swept the island.,en,English,0
9798,fe1b842f7b,ภรรยาของฉันเลิกคิ้วขึ้น,ภรรยาของเขามีสายตาขวางเมื่อเธอพูด,th,Thai,2
5248,ab785cdbc8,"Entonces, ¿por qué estás huyendo? preguntó con frialdad, de pie frente a ella delgado y erguido, todo menos su calma antinatural vacío y completamente virginal.","Iba de blanco cuando preguntó: entonces, ¿por qué corres?",es,Spanish,0
11389,b009917cde,si wanasheria tu bali maafisa wa polisi na mahakimu na taaluma nzima ya sheria kwa ujumla,Hii haitumiki kwa yeyote anayehusishwa na idara ya sheria.,sw,Swahili,2
10151,fc7d08d803,"Oh, sorry, wrong church.",The churches looked very similar.,en,English,1
10395,a7b8106f12,We are concerned that the significant emissions reductions are required too quickly.,We worry about reducing emissions too quickly.,en,English,2
8705,19821903ac,"tout comme il existe un éventail de problèmes liés à l'alcool, il peut y avoir une variété de solutions.",Il n'y a pas de solution unique au problème de l'alcool.,fr,French,0
8035,d842462a91,امریکیوں کو اپنی حکومت کے انتظام کے مختلف طریقوں پر بھی غور کرنا چاہیے۔,امریکی حکومت کو مختلف طریقوں سے منظم کیا جا سکتا ہے۔,ur,Urdu,0
3077,5580853dd6,"Crosethe Rue de Rivoli to the Palais-Royal, built for Car? di? nal Richelieu as his Paris residence in 1639, originally named Palais-Cardinal.",Cardinal Richelieu was a wealthy man who worked diligently for the Catholic church.,en,English,1
4104,8a4e88add2,Many restaurants and cafes welcome children.,Children are good to take with you to many cafes and restaurants.,en,English,0
4780,ba8cd9c0c0,"Sie sind in Reichweite, rief Ogle.","Obwohl er wusste, dass sie in Reichweite waren, behielt Ogle sie für sich.",de,German,2
9535,d300961c0e,Một điều tôi tự hào là IRT là đơn vị dẫn đầu quốc gia trong việc cung cấp trải nghiệm sân khấu cho sinh viên.,TRI có liên quan đến nhà hát.,vi,Vietnamese,0
2598,bf91875d3b,"Praya, the front of the ferry pier, is a great place to watch the many junks and fishing boats in the harbor.",The harbor can be seen from Praia.,en,English,0
5533,a7be1b577f,The cold air and the abundance of water gave them all good cheer that eve.,"The cold, fresh mountain air made them happy.",en,English,0
10148,7ddf82fb76,"Сегодняшний вопрос напоминает мне о том единственном случае, когда я ходил в Radio City Music Hall на рождественские танцы, где, среди прочего, исполняют что-то под названием «Живое Рождество».","Мне было двенадцать лет, когда я впервые увидел изображение вертепа на ярких картинах.",ru,Russian,1
5018,45b9a1aac6,Yeah it's just a matter of education I think.,I think it just depends on education.,en,English,0
2688,417c8d0466,20 اس کے برعکس، موجودہ آمدنی سے زیادہ خرچ کرنے سے سامان کا ذخیرہ کم ہو جاتا ہے کیونکہ ماضی میں بچائی گئی رقم موجودہ اثاثوں کو بیچنے یا قرض بڑھانے کے لیے درکار ہوتی ہے۔,یہ بے ضابطگی امریکہ میں عام ہے۔,ur,Urdu,1
7642,3e5a3fde1d,Η συνέπεια είναι ότι υπάρχει μια χαρακτηριστική κατανομή μεγέθους των καταιγίδων στο διατεταγμένο καθεστώς και μια πολύ υγιής κατανομή στο χαοτικό καθεστώς.,Το καθεστώς βρίσκεται στο βορρά.,el,Greek,1
1905,7812d86604,"Ukumbi wa utawala na chumba cha burudani, nambari ya simu ni 01-7282333 inayoitwa Megaron huko Vas.",Megaron ndio jumba kubwa zaidi la tamasha nchini.,sw,Swahili,1
9049,ef93a70cd4,"Yet we still lack a set of global accounting and reporting standards that reflect the globalization of economies, businesses and markets.","We have comprehensive global reporting standards that reflects the globalization of economies, and markets.",en,English,2
670,19b0abb2c4,Ένας ταχυδρομικός κώδικας μπορεί να εξυπηρετεί πολλαπλές διαδρομές.,Οι περισσότεροι ταχυδρομικοί κώδικες αποτελούνται από περίπου δέκα χιλιάδες διευθύνσεις.,el,Greek,1
9451,bb2621ee4d,但是我们不，通常情况下，你知道的，如你在这里所看到的，女士们都穿着短裙、衬衫、套装或连衣裙，所以我在家工作也很好，因为我可以穿裤子。,我在家上班时，只穿汗衫,zh,Chinese,1
4593,e277d708cc,"Then came the Balkan Wars, where Turkey lost Western Thrace and Macedonia, and then World War I, where Turkey joined Germany on the side.",Turkey entered World War I to recover territory lost during the Balkan Wars.,en,English,1
10998,064e404e26,当然他们并不是在说，你知道你完全不能照顾他们，但你知道他们会来自大家庭。,无论如何，每个人都照顾自己的家庭。,zh,Chinese,2
7077,1837984941,especially in Menorca. where cold winter winds limit the length of the season,"On Menorca, where cold winter winds limit the season's length, this is especially true.",en,English,0
4541,722a023fc1,"คำถามวันนี้ เตือนความจำฉันว่าครั้งหนึ่งและครั้งเดียวที่ฉันไปงานประกวดคริสต์มาส ที่ Radio City Music Hall, กับ, ในสิ่งอื่นๆ, พวกเขาได้เสนอ มีสิ่งที่เรียกว่า การประสูติของพระเยซูคริสต์ที่มีชีวิตอยู่",ฉันไม่เคยไปคอนเสิร์ต Radio City มาก่อน,th,Thai,2
11790,3c7034d647,"This is my old friend, Monsieur Poirot, whom I have not seen for many years.",Mr. Poirot is someone I worked with in college.,en,English,1
2087,060373e833,"The formal splendor of the grounds testifies to an 18th-century desire to tame nature, but it is done with such excellent results that one can only be thankful that the work was undertaken.",The grounds were more beautiful than any other location.,en,English,1
2378,3261ff7fb8,"डिएगो ने उनके निर्देशों का पालन किया और पहाड़ी की चोटी पर कैस्टिएल के खूबसूरत गुलाब पाए, जो अभी भी ओस से ढके हुए थे।",डिएगो वास्तव में उसके निर्देशों का पालन नहीं करना चाहता था।,hi,Hindi,1
2395,d074327d94,Adrian nodded.,Adrian agreed with what was said.,en,English,1
10615,e864a6f854,"Vào ngày 25 tháng 8, sau khi bắt đầu đại hội đảng Dân chủ ở Thành phố Atlantic, N.J., Johnson, khi đó 56 tuổi, trong ba cuộc trò chuyện được ghi âm đã đe dọa sẽ rút khỏi cuộc đua tổng thống.",Johnson dọa rút lui.,vi,Vietnamese,0
74,89467c0148,"إن كلمة ""ذاتي المرضي"" ، وكلمة ""طبيعي"" وليس الكلمة القانونية ، تخلق مشاكل ويجب تجنبها.",الرضا عن النفس ليس مشكلة.,ar,Arabic,2
8663,dc2692d2c1,uh-huh you can't do that in a skirt poor thing,You can do anything in a skirt.,en,English,2
11680,2419c07cd1,从Boot走上一小段路，你会发现Ravenglass和Eskdale铁路的终点，或者叫La'al Ratty，因为它被人们所熟知。,Boot是一个小城市。,zh,Chinese,1
4620,54127130a6,"More importantly, although major airlines have made huge profits over the past four years, their efficiency has not improved at all, suggesting that consolidation has not increased efficiency.",The airlines don't work hard enough and jokingly.,en,English,1
3818,bd5b364e9f,"Но во многих отношениях он был подобен сыну плантатора, потому что он был сыном человека, у которого было много вещей.",У его отца было много имущества.,ru,Russian,0
4817,50bb94505a,"Standard print film is available from many stores in major cities, but shutter enthusiasts will want to seek out any of the following photography stores for a full range of specialist film and Abbey Photographic, 25, Stramongate, Kendal LA9 4BH; Such. (01539) 720-085, or The Photo Shop, North Road, Ambleside, Cumbria LA22 9 DT; Such. (015394) 34375.",Can't find the movie anywhere in Kendal or Cumbria.,en,English,2
2640,cd15d373fb,"In its submission, HCFA did not identify any other statute or executive order imposing procedural requirements relevant to the rule.",The HCFA has specified several other executive orders,en,English,2
2839,bb3a9bffda,寻找艾米莉·狄金森后来的诗歌，有关这首诗我想了解的一切，都在微软上找到了。,Dickenson是写小说的。,zh,Chinese,2
2625,48d036806f,"Да, это невозможно, не так ли?","Честно говоря, не похоже, чтобы это могло произойти.",ru,Russian,0
3667,d393e8d588,Αυτά δεν είναι ερωτήματα που οι ακαδημαϊκοί φιλελεύθεροι θα αγνοούσαν.,Όλοι οι φαντασιόπληκτοι φιλελεύθεροι θα είχαν μια συναισθηματική αντίδραση σε αυτές τις ιδέες.,el,Greek,1
4610,28cb073b73,Make sure to look around and compare before buying.,There are often good deals around with competitors.,en,English,1
3394,07b6d74e50,I said and I'm glad.,I'm glad I said it.,en,English,0
2432,7af8fa6884,"because we don't always read the newspaper, sometimes it sits for a while and then we drop it",Sometimes we throw away a newspaper without having read it.,en,English,0
11403,9359b170f9,"Most pundits are in favor of George Stephanopoulos (This Week), saying that only airstrikes would be politically acceptable.","Experts disagree with George Orwell for not supporting his ""1984"" writing.",en,English,1
4777,1a0e4ccf7b,From the index: The average number of students in a public school fired each school day last year with a gun. 34,The number of school students expelled depends on the availability of guns.,en,English,1
10904,b37457777a,I'm not exactly sure,I'm completely sure,en,English,2
4956,0995e648de,It also explains the results of the situation analysis. both in terms of various incremental costs related to emissions control strategies and the overall economic impact of each situation,It details the costs and impacts of the scenarios.,en,English,0
7817,3497e9dc10,本周，《国家询问报》预告了肯·斯塔尔关于总统婚外情的报道，报道详述了在他们是如何在总统豪华轿车、椭圆形办公室、甚至林肯卧室中嬉戏偷情的！,询问者有克林顿办公桌的照片。,zh,Chinese,1
4184,a1f1ec22a6,yeah i think they get bogged down in a lot of little problems that people you know special interest groups can blow up,They are snowballed by the disproportionately small issues of special interest groups.,en,English,0
3135,a3ff41b054,"Clearly, the media has done a poor job of focusing on behaviors such as infidelity or drug use that most people don't care about.",The press has no contact with the citizens.,en,English,1
10791,170d9cada5,Ilinichukua kama saa moja au mbili kupata nilichohitaji.,Ilinichukua muda mrefu kwa sababu kanuni ilikuwa kubwa na ya kutatanisha.,sw,Swahili,1
2953,8e2175f3ea,"vahee baat New York Times ke lie nahin kaha ja sakata hai. cocaine vivaad par apne sampaadakeey mein, Times ne Bush ko eemaanadaar hone kee salaah dee aur kaha ki desh ko apana upaay karane den.",समय ने कहा है कि बुश को ईमानदारी दिखानी चाहिए।,hi,Hindi,0
10021,d67a47797f,Nurses don't understand you have to pay,You have to pay for it if social security doesn't cover it.,en,English,1
591,63f4359487,"Και εγώ, αλλά νομίζω ότι είναι μια πολύ, πολύ σοβαρή κατάσταση για πολλούς ανθρώπους.","Νομίζω ότι οι άνθρωποι καταλήγουν χωρίς συνταξιοδοτικές αποταμιεύσεις, κάτι που είναι τρομερό.",el,Greek,1
9833,3445e64361,และคุณมีความพึงพอใจที่รู้ว่าเพื่อนร่วมงานของคุณมักจะลอกเลียนวิจารณญาณที่ดีของคุณอย่างรวดเร็ว,เพื่อนร่วมงานของคุณยินดีที่จะแบ่งปันการตัดสินใจของคุณกับคุณ,th,Thai,1
10322,332f316463,"Unternehmen nutzen das Mittel um eine vollständig eigene Tochtergesellschaft zu kreieren, sagte Mr. Delaney, Geschäftsführer der Lawyers' Alliance of New York.",Dieses Tool hilft Unternehmen bei der Gründung von Tochtergesellschaften.,de,German,0
3371,b9d2aa5b42,Many Gothic and Renaissance buildings have been lovingly restored.,One of the restored Gothic buildings is a church.,en,English,1
7182,6de3078c25,Съгласуваните усилия в Южна Каролина доведоха до нов успех през следващата година.,SC работиха заедно.,bg,Bulgarian,0
10008,0f60f3386b,"Furthermore, the Holy Family is said to have taken refuge here when they returned from Egypt.",It was never suggested that the Holy Family ever spent any time here.,en,English,2
8247,e1c2dad422,he is not a starter,It doesn't open.,en,English,0
9686,a0fd3a8129,"If the data from a series of tests performed with the same toxicant, the same concentrations of toxicant and the same test species were analyzed with hypothesis tests, the precision could only be assessed by a qualitative comparison of the intervals NOEC-LOEC, with the understanding that maximum accuracy would be achieved if all tests yielded the same NOEC-LOEC interval.",They needed various data to test for toxicants.,en,English,0
8345,a9951f3709,The base has a coffee bar and café beneath a giant screen television surrounded by CD listening stations.,There are no audio equipment near the coffee bar and restaurant.,en,English,2
10082,65a0108faa,"It is also sometimes called simply Beaubourg, after the 13th-century neighborhood that surrounds it.",It is usually referred to as Little Paris because of the many French immigrants.,en,English,2
12013,14e8b25121,No. I guess I'm going too.,I don't think I will come.,en,English,2
7197,462ca55d4f,"Ruled by the great Bendhara Mutahir with more diplomacy than military might, the sultanate claimed supremacy over the entire Malay Peninsula (except the northernmost Thai-controlled area of ​​Patani) and the Straits of Melaka on the east coast of Sumatra.",Ruled by the great Bendahara Mutahir by diplomacy rather than by force.,en,English,0
5222,c3cdb1238d,"Jane bat den New Yorker Agenten, der der Mihdhar-Suche zugeteilt war, ein FISA-Bestätigungsformular zu unterschreiben, das darauf hinwies, dass der Agent verstand, wie er FISA-Informationen behandeln musste.",Jane bat um die Unterzeichnung einer FISA-Einverständniserklärung.,de,German,0
1674,c5a228c2bf,The data will be presented as required collateral information with the consolidated financial statements of the federal government but not in the individual reports of its component units.,The data is only necessary when looking at the big picture within federal government.,en,English,1
8048,0d814dd887,"Par conséquent, les aliments irradiés semblent être sûrs, efficaces et peu coûteux.",L'irradiation des aliments est très coûteuse et peu bénéfique.,fr,French,2
10420,c4206db6f0,हमारे लॉ स्कूल के लिए निजी फाउंडेशन और यूनिवर्सिटी फंडिंग की यह साझेदारी कद और प्रभाव में बढ़ती जा रही है।,हमारा स्कूल (लॉ स्कूल) पूरी तरह से निजी दान पर निर्भर करता है।,hi,Hindi,2
1169,0d9bed6948,La différence entre un président et un roi est qu'un roi n'a pas de vice.,"On ne sait jamais qui succèdera à un roi en cas de décès, mais c'est pour un président.",fr,French,1
1210,50513ce527,"Последното изречение... Разбира се, предполагаме, че не сте изпратили тази статия никъде другаде.","Разбираме, че сте публикували тази статия в пет вестника преди.",bg,Bulgarian,2
7792,21f7329ff9,"As a result, an estimated four out of five low-income people in need of legal assistance in our community do not receive it.","Regardless of their income, everyone gets the legal help they need.",en,English,2
3542,e5fd081e39,"In addition, senior managers in these organizations have demonstrated their sustained commitment to finance-related improvement initiatives by using key business/line managers to drive improvement efforts, attending key meetings, ensuring that the necessary resources are made available and by creating a system of rewards and incentives. recognize those who support improvement initiatives.",This system of rewards and incentives will hopefully improve the company's performance.,en,English,1
9278,36c00ef778,Кафявите очи на младия господар го гледаха.,Младежът го погледна.,bg,Bulgarian,0
8670,89b8ed82f3,"There's nothing quite like the trendy resort wear available here, created by the island's Ad-Lib collection designers.","There is no modern loungewear available here, so you will have to go elsewhere to find it.",en,English,2
10299,e5d7c0f70e,"Paris and its surroundings are a magnet for tourists, students, businessmen, artists, inventors, everyone except farmers and fishermen who may come to the city to protest against government policies.",Paris is a magnet for all different kinds of people.,en,English,0
672,c148b97bbb,Took forever.,It lasted two years,en,English,2
5703,ce56ce2ce7,not yourself,other people,en,English,0
8164,44a0dcf431,"इसलिए आप शुरू न करें क्योंकि आपके पास इसके बारे में सोचने के लिए अधिक समय है, अगर आपको कोई आपत्ति नहीं है।",आप हम सभी को अपनी पुस्तक की व्याख्या क्यों नहीं करते।,hi,Hindi,1
2528,289bdebfcb,"Local boy Gates wisely built his 45,000-square-foot castle in suburban Seattle.",Gates tore down his house because he's not from the Seattle area.,en,English,2
11838,b2d588de01,لذلك ليس لدي قصة محددة.,هناك العديد من المحلات التجارية.,ar,Arabic,1
4998,d7219521e9,"Oui, c'est ce que j'ai fait aujourd'hui, j'ai eu euh... Darkman, tu l'as vu euh... non, pas encore, je pense que je le verrai ce soir","Je n'ai pas encore vu Darkman, alors j'ai décidé de le voir ce soir.",fr,French,0
7627,b92e8c2902,"In den am nächsten Tag veröffentlichten Haushaltszielen wurden jedoch Waffenkriminalität, Drogenhandel und Bürgerrechte als Prioritäten hervorgehoben.","Verbrechen mit Schusswaffen waren ein Thema, das in den Haushaltsleitlinien hervorgehoben wurde.",de,German,0
1229,ba5f49621b,"Les menaces sont inutiles, capitaine.","La menace suffit, capitaine.",fr,French,2
3573,e56292d125,His off-the-cuff style looks amateurish next to Inglis's polished short essays.,His style made him look amateurish next to Inglis' work,en,English,0
7215,4321df4a73,Oh sure right um-hum right,whatever you say,en,English,1
11953,fe1d85502a,Uh-huh I thought they really did an excellent job of aging the guy you know a little bit older than when he was a little kid except for the last one you know that last guy who was the last actor who played the role of the child,"Yes they did a great job with aging the man from 5 to 20 years, except for that last part, you totally knew who the actor was.",en,English,0
2157,f3bf0f56a5,"हालाँकि CVR बोर्ड के सदस्यों ने अनुदान के बजाय धन को ऋण के रूप में देने पर विचार किया, लेकिन मिल्ने और राल्फ के बैठक से चले जाने के बाद प्राप्त धन के अनुरोध पर सर्वसम्मति से मतदान किया गया।",सीवीआर बोर्ड के सदस्य इस बात पर एक समझौते पर पहुंचने में असमर्थ थे कि पैसे का भुगतान कैसे किया जाएगा और इसके बजाय वोट विभाजित हो गया।,hi,Hindi,2
4198,ceaaf5414f,"And he claimed she was making $11,000 a month — or $132,000 a year — from the home patchwork business she owned for 22 years.",He said he had a business that he started 10 years ago.,en,English,2
9295,7c79ce9cf2,"to accommodate these fluctuations and use resources equally. It seems reasonable to offer two levels of express and deferred service, using air freight for express products.",Air transport is not a viable option for rapid production options.,en,English,2
7265,5888891760,Environmentalists have sometimes attacked religion for promoting human domination of the natural world.,And environmentalists sometimes attacked religion.,en,English,0
898,840eed0901,"1643 में फ़्लैंडर्स में रोक्रोई में एक और महत्वपूर्ण जीत हुई, जब स्पेनिश सैनिकों, जिन्होंने कभी भी अपने पूर्व गौरव को वापस नहीं लिया, फ्रांसीसी द्वारा हार गए।",रोक्रोई ने 1000 स्पेनिश सैनिकों को मरते देखा,hi,Hindi,1
4842,12d7d1d051,"In keeping with other early Buddhist teachings, there is no figurative representation of the Buddha here, However, there is a large decorated statue from a later period inside, and behind the temple are the spreading branches and trunks of the sacred Bodhi Tree, which is said to be. it has grown from the first tree that stood here 2,500 years ago.",There is no Buddha statue located there.,en,English,2
4010,56b7f0867e,Itoe na uwape ishara watume mashua. Kimya cha mshangao kiliijaza meli na mashaka ya kujisalimisha ghafla.,"Badala yake, wafanyakazi wote kwenye meli walishtushwa na mavuno.",sw,Swahili,0
10485,463162fe3e,Going to school is also always very prohibitive these days unless your parents are rich,Rich parents are needed for school.,en,English,1
10155,2fe8f03ca4,Mpe Nahodha ishara na uwape ishara ya kutuma mashua na kuhakikisha Bibi yuko hapa.,"Kwa sababu hakutokea kama mwanamke, hakukuwa na haja ya kuita mashua.",sw,Swahili,2
1334,1d66c11442,He chose Atatürk or the father of the Turks for himself.,He chose Religion for himself.,en,English,2
